"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-06",,,"0.00","T,,0,","0.0","T,,0","8.0",",,0",,,"42",",,0","16",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-07",,,"0.02",",,0,","0.2",",,0","8.0",",,0",,,"33",",,0","9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-08",,,"0.02",",,0,","0.2",",,0","8.0",",,0",,,"30",",,0","2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-09",,,"0.22",",,0,","2.0",",,0","9.0",",,0",,,"27",",,0","17",",,0",,,,,"    1",",,0",,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-10",,,"0.13",",,0,","0.7",",,0","11.0",",,0",,,"33",",,0","24",",,0",,,,,,,,,"    1",",,0","    1",",,0","    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-11",,,"0.01",",,0,","0.1",",,0","11.0",",,0",,,"28",",,0","10",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-12",,,"0.00",",,0,","0.0",",,0","11.0",",,0",,,"26",",,0","4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-13",,,"0.00",",,0,","0.0",",,0","10.0",",,0",,,"35",",,0","7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-14",,,"0.00",",,0,","0.0",",,0","7.0",",,0",,,"48",",,0","5",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-15",,,"0.00",",,0,","0.0",",,0","4.0",",,0",,,"54",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-16",,,"0.00","T,,0,","0.0",",,0","2.0",",,0",,,"55",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-17",,,"0.00","T,,0,","0.0",",,0","1.0",",,0",,,"54",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-18",,,"0.04",",,0,","0.0","T,,0","1.0",",,0",,,"43",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-19",,,"0.03",",,0,","0.4",",,0","1.0",",,0",,,"33",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-20",,,"0.00",",,0,","0.0",",,0","1.0",",,0",,,"39",",,0","21",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-21",,,"0.00",",,0,","0.0",",,0","0.0","T,,0",,,"47",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-22",,,"0.00","T,,0,","0.0","T,,0","0.0","T,,0",,,"50",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-23",,,"0.00",",,0,","0.0",",,0","0.0","T,,0",,,"47",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-24",,,"0.03",",,0,","0.3",",,0","0.0","T,,0",,,"42",",,0","27",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-25",,,"1.07",",,0,","13.9",",,0","12.0",",,0",,,"28",",,0","22",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-26",,,"0.13",",,0,","1.6",",,0","14.0",",,0",,,"28",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-27",,,"0.00","T,,0,","0.0","T,,0","13.0",",,0",,,"33",",,0","21",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-28",,,"0.00","T,,0,","0.0","T,,0","11.0",",,0",,,"36",",,0","27",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-29",,,"0.00",",,0,","0.0",",,0","8.0",",,0",,,"39",",,0","28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-30",,,"0.19",",,0,","1.9",",,0","8.0",",,0",,,"37",",,0","27",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-01",,,"0.03",",,0,","0.3",",,0","3.0",",,0",,,"39",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-02",,,"0.12",",,0,","1.2",",,0","1.0",",,0",,,"45",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-03",,,"0.08",",,0,","0.8",",,0","1.0",",,0",,,"42",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-04",,,"1.02",",,0,","0.0","T,,0","0.0","T,,0",,,"45",",,0","33",",,0",,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-05",,,"1.64",",,0,","0.0",",,0","0.0","T,,0",,,"43",",,0","36",",,0",,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-06",,,"0.11",",,0,","0.0","T,,0","0.0","T,,0",,,"39",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-07",,,"0.00",",,0,","0.0",",,0","0.0","T,,0",,,"49",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-08",,,"0.27",",,0,","0.0",",,0","0.0","T,,0",,,"48",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-09",,,"0.51",",,0,","0.0","T,,0","0.0",",,0",,,"39",",,0","33",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-10",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"62",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-11",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"69",",,0","38",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-12",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"57",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-13",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"67",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-14",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"61",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-15",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"47",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-16",,,"0.04",",,0,","0.0",",,0","0.0",",,0",,,"57",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-17",,,"0.11",",,0,","0.0",",,0","0.0",",,0",,,"45",",,0","30",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-18",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"67",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-19",,,"0.13",",,0,","0.0",",,0","0.0",",,0",,,"68",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-20",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"72",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-21",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"69",",,0","46",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-22",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"82",",,0","42",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-23",,,"0.69",",,0,","0.0","T,,0","0.0",",,0",,,"91",",,0","55",",,0",,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-24",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"63",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-25",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"59",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-26",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"65",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-27",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"76",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-28",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"80",",,0","42",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-29",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"77",",,0","50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-30",,,"0.34",",,0,","0.0",",,0","0.0",",,0",,,"66",",,0","42",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-05-31",,,"0.22",",,0,","0.0",",,0","0.0",",,0",,,"55",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-01",,,"0.10",",,0,","0.0","T,,0","0.0",",,0",,,"66",",,0","42",",,0",,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-02",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"51",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-03",,,"0.01",",,0,","0.0",",,0","0.0",",,0",,,"62",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-04",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"71",",,0","38",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-05",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"78",",,0","51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-06",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"75",",,0","48",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-07",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"66",",,0","55",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-08",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"80",",,0","49",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-09",,,"0.09",",,0,","0.0",",,0","0.0",",,0",,,"60",",,0","44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-10",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"72",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-11",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"77",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-12",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"78",",,0","51",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-13",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"78",",,0","51",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-14",,,"0.98",",,0,","0.0",",,0","0.0",",,0",,,"85",",,0","44",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-15",,,"1.08",",,0,","0.0","T,,0","0.0",",,0",,,"83",",,0","54",",,0",,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-16",,,"0.04",",,0,","0.0",",,0","0.0",",,0",,,"60",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-17",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"64",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-18",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"69",",,0","46",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-19",,,"0.17",",,0,","0.0",",,0","0.0",",,0",,,"75",",,0","55",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-20",,,"0.01",",,0,","0.0",",,0","0.0",",,0",,,"60",",,0","39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-21",,,"0.23",",,0,","0.0",",,0","0.0",",,0",,,"70",",,0","35",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-22",,,"0.97",",,0,","0.0",",,0","0.0",",,0",,,"89",",,0","54",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-06-23",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"77",",,0","57",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-01",,,"0.53",",,0,","0.0",",,0","0.0",",,0",,,"63",",,0","48",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-02",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"74",",,0","43",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-03",,,"0.45",",,0,","0.0",",,0","0.0",",,0",,,"65",",,0","51",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-04",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"65",",,0","45",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-05",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"75",",,0","46",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-06",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"80",",,0","50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-07",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"81",",,0","51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-08",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"80",",,0","59",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-09",,,"0.03",",,0,","0.0",",,0","0.0",",,0",,,"72",",,0","62",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-10",,,"0.00",",,0,","0.0",",,0","0.0",",,0",,,"83",",,0","62",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-11",,,"0.23",",,0,","0.0",",,0","0.0",",,0",,,"79",",,0","60",",,0",,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-12",,,"0.02",",,0,","0.0",",,0","0.0",",,0",,,"68",",,0","44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-13",,,"0.14",",,0,","0.0",",,0","0.0",",,0",,,"61",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-14",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"66",",,0","47",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-15",,,"0.21",",,0,","0.0",",,0","0.0",",,0",,,"77",",,0","53",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-16",,,"0.00","T,,0,","0.0",",,0","0.0",",,0",,,"73",",,0","56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-07-17",,,"0.15",",,0,","0.0",",,0","0.0",",,0",,,"71",",,0","53",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
